frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
1525.9999999999995,2.77521348,1.4749506712,12.504570961,0.2824634108266263,-5.490378009604482
1526.6853287554895,2.8021342754,1.4809119701,12.7667379379,0.2793062167269552,-5.5391939777495205
1527.3709652930931,2.7761600018,1.4854712486,13.6346988678,0.28631197672763214,-5.431604846087547
1528.0569097510327,2.78470397,1.490331769,14.1003665924,0.2864229745447325,-5.42992149360604
1528.7431622675972,2.776134491,1.4945709705,13.8715591431,0.28983583581921113,-5.378479186013479
1529.429722981138,2.7846784592,1.4994642735,13.6597299576,0.28994934670674843,-5.3767786543611
1530.1165920300632,2.7761087418,1.5135973692,14.1176462173,0.297267739765047,-5.26852218955915
1530.8037695528485,2.78465271,1.5179628134,13.8970584869,0.29715304564423,-5.270198141195377
1531.49125568803,2.7932224274,1.5324479342,14.3382349014,0.3009957858512598,-5.214395847860756
1532.1790505742074,2.7846271992,1.5275574923,15.2299194336,0.30092689746606416,-5.21538992389469
1532.8671543500382,2.7931966782,1.5319616795,14.2279405594,0.3008103466955943,-5.217072297974098
1533.5555671542468,2.8017921448,1.5272469521,15.0091962814,0.2971301399316432,-5.27053292517806
1534.2442891256196,2.7931711674,1.54164505,15.2486190796,0.30463071151894344,-5.162263151468762
1534.9333204030008,2.7842555046,1.5366637707,15.5801105499,0.3046067553009624,-5.162604694917694
1535.6226611253023,2.810387373,1.551328063,15.0460968018,0.30470173460363087,-5.1612507342208875
1536.3123114314972,2.8018507957,1.5463767052,14.5945940018,0.30460749744755944,-5.162594113741354
1537.0022714606173,2.7930176258,1.5602942705,15.4886293411,0.31207981128616524,-5.057343253129078
1537.692541351761,2.801612854,1.5551917553,14.4000005722,0.3081425326850294,-5.112483522006449
1538.3831212440894,2.792992115,1.5702785254,15.2861537933,0.3160923342821308,-5.001860363316918
1539.0740112768215,2.8011541367,1.5745079517,14.7323083878,0.31594806689562177,-5.0038429748984194
1539.7652115892429,2.7927489281,1.5797184706,15.2955665588,0.31995993846853626,-4.949043954026607
1540.4567223207027,2.8013441563,1.5843333006,15.9901304245,0.31986017269257494,-4.9503983261564635
1541.148543610607,2.8099646568,1.5794552565,15.5459604263,0.31594605727789493,-5.003870598699816
1541.84067559843,2.8013184071,1.5843141079,16.8680648804,0.3198583032078645,-4.950423709412516
1542.5331184237064,2.8088607788,1.5989359617,16.2222232819,0.3240423050646393,-4.893982871490946
1543.225872226035,2.8181569576,1.6038585901,16.8784713745,0.32389317292312353,-4.895982060283003
1543.9189371450734,2.8268287182,1.608484149,16.6769618988,0.3237684912279111,-4.897654185588272
1544.612313320546,2.818240881,1.6138113737,16.3535232544,0.32790596947861106,-4.842506769932687
1545.3060008922398,2.8093566895,1.6176589727,16.0296840668,0.33155850774836726,-4.794398236688356
1546.0000000000005,2.8182148933,1.623142004,16.4851474762,0.331714779575817,-4.792351780276159
