frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.3721272945,0.0229622424,79.4805221558,4.636824660854594e-05,-43.33779326416695
16.237767391887218,3.7767837048,0.0244992003,-78.7072906494,4.2078436024727364e-05,-43.75940410452543
26.366508987303583,3.9754853249,0.0328913219,99.1139297485,6.845140188484004e-05,-41.64617653087102
42.81332398719393,4.0605106354,0.0414568409,-88.3358535767,0.00010423920848605499,-39.819688949877566
69.51927961775606,4.0478620529,0.0502377599,97.3852539062,0.00015403135094340991,-38.12390875553121
112.88378916846884,4.0855364799,0.0782724023,91.5084533691,0.0003670448551873746,-34.35280858990413
183.29807108324357,4.0728106499,0.1189330444,89.0095367432,0.000852739994788208,-30.691833674746697
297.63514416313194,4.0599679947,0.193198815,86.0404281616,0.00226445501034529,-26.45036303355004
483.2930238571752,4.0476298332,0.3214596212,83.8260803223,0.006307413172470238,-22.001487192450448
784.7599703514607,4.0101156235,0.6093194485,76.5176467896,0.02308746717946567,-16.36623708932843
1274.2749857031336,3.4580676556,1.6544722319,45.3435134888,0.2289032681894493,-6.403480065980167
2069.13808111479,3.8701248169,1.1261097193,-64.6154098511,0.08466647328611376,-10.722885300391292
3359.818286283781,4.0963773727,0.4813292921,-78.6819000244,0.013806534018218743,-18.599153326947523
5455.594781168515,4.134660244,0.2674369812,-85.4525680542,0.004183726310175799,-23.78436733765103
8858.667904100823,4.1473793983,0.1579692513,-86.8910522461,0.0014507667302464408,-28.384024124492395
14384.498882876629,4.1346154213,0.102325201,-86.9465103149,0.0006124843166209098,-32.12905027440491
23357.21469090121,4.1209430695,0.0636438429,-82.5944976807,0.00023851712201844864,-36.22480439553732
37926.90190732246,4.1342611313,0.0440640002,-75.4214019775,0.00011359835234339299,-39.44627967686284
61584.82110660255,4.121222496,0.0186568405,138.7423095703,2.0493874569575714e-05,-46.883759261712534
100000.0,4.1339011192,0.0213124808,82.06665802,2.657956331884295e-05,-45.7545215844877
