frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.1507713795,2.9932289124,-1.0789210796,0.9024976493271695,-0.445539205974497
19.306977288832496,3.6391410828,3.431620121,-0.5559845567,0.8892023991549304,-0.5099937420253209
37.2759372031494,3.781857729,3.6098198891,-1.3422819376,0.911088768782007,-0.40439306985234846
71.96856730011521,3.8394637108,3.6657683849,-1.8129497766,0.9115676584362349,-0.40211091578368485
138.94954943731375,3.8514270782,3.6770455837,-2.0027816296,0.9114957932079375,-0.4024533138727726
268.26957952797244,3.8629825115,3.6426882744,-3.4801290035,0.8891981112356266,-0.5100146846609261
517.9474679231213,3.8750140667,3.6541757584,-8.5892114639,0.8892672484775906,-0.5096770236260331
1000.0,3.8869373798,3.5310521126,-16.1999988556,0.8252645046865107,-0.8340683385623271
1930.6977288832495,3.9675524235,3.2833244801,-30.670759201,0.6848291876329976,-1.6441773817053706
3727.593720314938,4.0285892487,2.5900623798,-48.0536880493,0.413346694546568,-3.836855309911522
7196.856730011514,4.0905675888,1.6463423967,-64.5356216431,0.16198439520713065,-7.90526821271315
13894.95494373136,4.1031541824,0.895103693,-76.8033294678,0.04758948716202025,-13.224889752580776
26826.957952797275,4.0905294418,0.4324031174,-83.9097747803,0.011174255232893157,-19.517814130750885
51794.74679231202,4.1035904884,0.1458780915,-86.1761703491,0.0012637236603259584,-28.983478832658708
100000.0,4.0904912949,0.0893854052,77.4523696899,0.00047750979100128946,-33.21017719087066
