frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.3083074093,3.2876303196,-3.9600002766,0.9875389613368367,-0.05445761159926833
16.237767391887218,3.7103962898,3.6691706181,-7.2514624596,0.9779017429476727,-0.0970477981298478
26.366508987303583,3.9030716419,3.8159358501,-9.8630132675,0.9558485472038829,-0.19610915594540368
42.81332398719393,3.9877336025,3.7798433304,-16.9520549774,0.898452916371981,-0.46504677259094745
69.51927961775606,4.0000004768,3.5578432083,-27.2878990173,0.7911403298200363,-1.017464759699517
112.88378916846884,4.0123062134,3.0701422691,-39.0067710876,0.5855026448967482,-2.3247113874453267
183.29807108324357,3.9998066425,2.3575820923,-52.2026596069,0.34742067000513693,-4.591443465045666
297.63514416313194,3.9875004292,1.5981801748,-65.7074890137,0.16063863028255337,-7.941500076181482
483.2930238571752,3.9750771523,0.9993600249,-74.0869598389,0.0632052017815574,-11.992471778558771
784.7599703514607,3.9873068333,0.5469341874,-75.7894744873,0.018815286150194253,-17.25489172374393
1274.2749857031336,3.9750385284,0.1761804074,121.5306167603,0.0019644118031942642,-27.067674650684637
2069.13808111479,4.0354304314,0.3258393705,86.2097473145,0.006519696611468371,-21.857726133218804
3359.818286283781,4.0230140686,0.6895335913,77.7658157349,0.029377020991176027,-15.319922464181078
5455.594781168515,4.0601472855,1.2366045713,73.1803283691,0.09276371194521843,-10.326218813679077
8858.667904100823,4.0471858978,1.9494962692,59.9468650818,0.2320269923662631,-6.344614894460348
14384.498882876629,4.0347328186,2.800457716,47.2266960144,0.4817574923267884,-3.1717152244131395
23357.21469090121,4.0729136467,3.5662112236,26.8156414032,0.7666616161176268,-1.1539627970137833
37926.90190732246,4.0339174271,3.9722080231,10.1177368164,0.969638743935909,-0.1339003969036789
61584.82110660255,4.0724096298,3.8860378265,-5.7777776718,0.910565383463128,-0.40688864083515786
100000.0,4.0849409103,3.4029283524,-20.9009017944,0.6939593843166982,-1.5866594695626104
