frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.2699053288,1.6679370403,0.3603603542,0.2601890099043889,-5.84711051504947
27.825594022071243,3.8596658707,1.9637364149,0.8017817736,0.2588612046724519,-5.869330320647716
77.4263682681127,3.9672894478,2.0181157589,-0.0,0.25876430818187596,-5.870956268775057
215.44346900318823,3.9794976711,2.0243239403,-0.0,0.2587637955391028,-5.870964872672158
599.4842503189409,3.9914410114,2.0305514336,-0.8633093238,0.25880255440522193,-5.8703144145535555
1668.100537200059,4.0032639503,2.0485179424,0.2399999946,0.2618491044409357,-5.819489071053441
4641.588833612777,4.0402178764,2.0548205376,0.3342618346,0.2586653308701004,-5.872617762343179
12915.496650148827,4.0277891159,2.0484988689,-0.2322580665,0.25866520294622025,-5.872619910162865
35938.13663804626,4.0149283409,2.0423557758,-1.4244604111,0.25876599200121414,-5.8709280086539835
100000.0,4.0277504921,2.0227980614,-2.5199999809,0.2522202423883589,-5.982200612808582
