frequencia (Hz),Vpp1 (V),Vpp2 (V),fase (Ch2-Ch1) (graus),T,T_dB
10.0,3.3117530346,0.1709376127,89.0109863281,0.002664154352349323,-25.74440617177537
19.306977288832496,3.7906835079,0.4760880172,82.5637130737,0.015773913316311585,-18.020605501177652
37.2759372031494,3.9411578178,0.9203599691,76.0298461914,0.05453405476062328,-12.633322100942838
71.96856730011521,3.9532842636,1.6857671738,63.4989318848,0.18183567711436704,-7.403209018964404
138.94954943731375,3.9411232471,2.6266868114,44.9999961853,0.4441979544383862,-3.5242344573839306
268.26957952797244,3.8804929256,3.3300759792,25.8520908356,0.7364351225134141,-1.3286550703654463
517.9474679231213,3.8685536385,3.6186294556,7.8260865211,0.8749656073540025,-0.5800901764046311
1000.0,3.8325502872,3.6299016476,-8.2882881165,0.8970445086585086,-0.4718600803145495
1930.6977288832495,3.9140648842,3.3324747086,-25.9521980286,0.724899303748763,-1.3972231737870102
3727.593720314938,3.9983665943,2.6084535122,-46.4256401062,0.42559937508529955,-3.7099901839441167
7196.856730011514,4.0606532097,1.6533561945,-65.8315353394,0.16578340347844506,-7.804589486862409
13894.95494373136,4.0731458664,0.8965800405,-78.0,0.04845272494881494,-13.146817934954552
26826.957952797275,4.0850534439,0.4303916097,-85.5483856201,0.011100233316181594,-19.546678926669202
51794.74679231202,4.0980944633,0.1406672448,-92.6990661621,0.0011782081770746106,-29.287779674716447
100000.0,4.084086895,0.0931615978,69.6251831055,0.0005203360422714587,-32.83716090656956
